PERCENT_EVIL,PAYOFF,WEALTH_GAP,SEC_INVESTMENT_CONVERSION_RATE,ATTACK_COST_CONVERSION_RATE,CHANCE_OF_GETTING_CAUGHT,SEC_INVESTMENT,d_init,d_end,a_init,a_end,final_iter,crossover
0.5,0.8,0.5,0.5,0.1,0.0,0.9,31752829.2,31752829.2,58371958.5,58371958.5,50,0
0.5,0.8,0.5,0.5,0.2,0.0,0.9,27467321.5,27467321.5,55771254.5,55771254.5,50,0
0.5,0.8,0.5,0.5,0.3,0.0,0.9,30244332.1,30244332.1,67620303.5,67620303.5,50,0
0.5,0.8,0.5,0.5,0.4,0.0,0.9,31162701.8,31162701.8,68617709.0,68617709.0,50,0
0.5,0.8,0.5,0.5,0.5,0.0,0.9,30128035.7,30128035.7,81224205.5,81224205.5,50,0
0.5,0.8,0.5,0.5,0.6,0.0,0.9,25746073.4,25746073.4,59041341.5,59041341.5,50,0
0.5,0.8,0.5,0.5,0.7,0.0,0.9,24864583.7,24864583.7,73850574.5,73850574.5,50,0
0.5,0.8,0.5,0.5,0.8,0.0,0.9,30266277.3,30266277.3,77451202.0,77451202.0,50,0
0.5,0.8,0.5,0.5,0.9,0.0,0.9,27899405.4,27899405.4,83445533.0,83445533.0,50,0
0.5,0.8,0.5,0.5,1.0,0.0,0.9,24505919.3,24505919.3,81021291.5,81021291.5,50,0
