PERCENT_EVIL,PAYOFF,WEALTH_GAP,SEC_INVESTMENT_CONVERSION_RATE,ATTACK_COST_CONVERSION_RATE,CHANCE_OF_GETTING_CAUGHT,SEC_INVESTMENT,d_init,d_end,a_init,a_end,final_iter,crossover
0.5,0.8,0.5,0.5,0.1,0.0,0.8,50773579.4,50773579.4,66480093.5,66480093.5,50,0
0.5,0.8,0.5,0.5,0.2,0.0,0.8,60203972.6,60203972.6,56605816.5,56605816.5,50,-1
0.5,0.8,0.5,0.5,0.3,0.0,0.8,60559802.8,60559802.8,53596114.5,53596114.5,50,-1
0.5,0.8,0.5,0.5,0.4,0.0,0.8,52020189.6,52020189.6,64671261.0,64671261.0,50,0
0.5,0.8,0.5,0.5,0.5,0.0,0.8,61773701.0,61773701.0,74439711.0,74439711.0,50,0
0.5,0.8,0.5,0.5,0.6,0.0,0.8,47160759.0,47160759.0,71350799.0,71350799.0,50,0
0.5,0.8,0.5,0.5,0.7,0.0,0.8,48560676.6,48560676.6,67861480.5,67861480.5,50,0
0.5,0.8,0.5,0.5,0.8,0.0,0.8,59212004.2,59212004.2,74934269.0,74934269.0,50,0
0.5,0.8,0.5,0.5,0.9,0.0,0.8,63907812.2,63907812.2,61402412.0,61402412.0,50,-1
0.5,0.8,0.5,0.5,1.0,0.0,0.8,61095723.0,61095723.0,77225650.5,77225650.5,50,0
