PERCENT_EVIL,PAYOFF,WEALTH_GAP,SEC_INVESTMENT_CONVERSION_RATE,ATTACK_COST_CONVERSION_RATE,CHANCE_OF_GETTING_CAUGHT,SEC_INVESTMENT,d_init,d_end,a_init,a_end,final_iter,crossover
0.5,0.8,0.5,0.1,0.3,0.0,0.7,88688685.6,88688685.6,84123033.5,84123033.5,50,-1
0.5,0.8,0.5,0.2,0.3,0.0,0.7,88658654.7,88658654.7,69476733.5,69476733.5,50,-1
0.5,0.8,0.5,0.3,0.3,0.0,0.7,84377122.8,84377122.8,66864758.0,66864758.0,50,-1
0.5,0.8,0.5,0.4,0.3,0.0,0.7,81846224.7,81846224.7,89779852.5,89779852.5,50,0
0.5,0.8,0.5,0.5,0.3,0.0,0.7,76958578.2,76958578.2,73219560.0,73219560.0,50,-1
0.5,0.8,0.5,0.6,0.3,0.0,0.7,67333942.8,67333942.8,71626884.0,71626884.0,50,0
0.5,0.8,0.5,0.7,0.3,0.0,0.7,95675449.8,95675449.8,53378599.5,53378599.5,50,-1
0.5,0.8,0.5,0.8,0.3,0.0,0.7,70580833.5,70580833.5,65825866.5,65825866.5,50,-1
0.5,0.8,0.5,0.9,0.3,0.0,0.7,85679418.6,85679418.6,81574536.5,81574536.5,50,-1
0.5,0.8,0.5,1.0,0.3,0.0,0.7,72795559.2,72795559.2,72153037.5,72153037.5,50,-1
