PERCENT_EVIL,PAYOFF,WEALTH_GAP,SEC_INVESTMENT_CONVERSION_RATE,ATTACK_COST_CONVERSION_RATE,CHANCE_OF_GETTING_CAUGHT,SEC_INVESTMENT,d_init,d_end,a_init,a_end,final_iter,crossover
0.5,0.8,0.5,0.1,0.3,0.0,0.3,214583468.96,121908112.48,86401169.601,90712859.461,232,-1
0.5,0.8,0.5,0.2,0.3,0.0,0.3,174147270.5,120958892.74,56783497.03,59291506.97,338,-1
0.5,0.8,0.5,0.3,0.3,0.0,0.3,185948202.72,158591053.04,57761905.916,58977643.629,236,-1
0.5,0.8,0.5,0.4,0.3,0.0,0.3,187651219.98,173349406.3,60601184.692,62613574.116,213,-1
0.5,0.8,0.5,0.5,0.3,0.0,0.3,169568698.88,167051129.84,61501894.77,61486988.685,107,-1
0.5,0.8,0.5,0.6,0.3,0.0,0.3,215687784.06,215172880.3,89317936.186,89310722.844,68,-1
0.5,0.8,0.5,0.7,0.3,0.0,0.3,197213072.7,197000749.26,76079209.785,76122053.622,68,-1
0.5,0.8,0.5,0.8,0.3,0.0,0.3,195774132.4,195774132.4,77267719.0,77267719.0,50,-1
0.5,0.8,0.5,0.9,0.3,0.0,0.3,184162211.1,184162211.1,58854817.0,58854817.0,50,-1
0.5,0.8,0.5,1.0,0.3,0.0,0.3,182522123.0,182522123.0,75243341.0,75243341.0,50,-1
