PERCENT_EVIL,PAYOFF,WEALTH_GAP,SEC_INVESTMENT_CONVERSION_RATE,ATTACK_COST_CONVERSION_RATE,CHANCE_OF_GETTING_CAUGHT,SEC_INVESTMENT,d_init,d_end,a_init,a_end,final_iter,crossover
0.5,0.8,0.5,0.5,0.1,0.0,0.5,153991044.2,87250530.2,57259726.45,67541007.775,357,-1
0.5,0.8,0.5,0.5,0.2,0.0,0.5,136519813.5,136512862.7,83154983.0,83156286.275,60,-1
0.5,0.8,0.5,0.5,0.3,0.0,0.5,144771974.5,144771974.5,74313722.0,74313722.0,50,-1
0.5,0.8,0.5,0.5,0.4,0.0,0.5,108874989.0,108874989.0,66701674.5,66701674.5,50,-1
0.5,0.8,0.5,0.5,0.5,0.0,0.5,125259109.0,125259109.0,74452229.5,74452229.5,50,-1
0.5,0.8,0.5,0.5,0.6,0.0,0.5,118255505.0,118255505.0,74752871.5,74752871.5,50,-1
0.5,0.8,0.5,0.5,0.7,0.0,0.5,146613676.0,146613676.0,58451310.0,58451310.0,50,-1
0.5,0.8,0.5,0.5,0.8,0.0,0.5,133248363.5,133248363.5,66590862.5,66590862.5,50,-1
0.5,0.8,0.5,0.5,0.9,0.0,0.5,135711433.0,135711433.0,78498250.5,78498250.5,50,-1
0.5,0.8,0.5,0.5,1.0,0.0,0.5,136358778.5,136358778.5,67939533.0,67939533.0,50,-1
