PERCENT_EVIL,PAYOFF,WEALTH_GAP,SEC_INVESTMENT_CONVERSION_RATE,ATTACK_COST_CONVERSION_RATE,CHANCE_OF_GETTING_CAUGHT,SEC_INVESTMENT,d_init,d_end,a_init,a_end,final_iter,crossover
0.5,0.1,0.5,0.5,0.3,0.0,0.0,302541441.0,302541441.0,65762499.5,65762499.5,50,-1
0.5,0.2,0.5,0.5,0.3,0.0,0.0,280344139.0,280344139.0,81036064.0,81036064.0,50,-1
0.5,0.3,0.5,0.5,0.3,0.0,0.0,233735647.0,233735647.0,61395754.5,61395754.5,50,-1
0.5,0.4,0.5,0.5,0.3,0.0,0.0,268851556.4,267948952.4,76798518.8,76761528.5,68,-1
0.5,0.5,0.5,0.5,0.3,0.0,0.0,306304720.5,258280979.0,58402771.8,57193322.2,311,-1
0.5,0.6,0.5,0.5,0.3,0.0,0.0,291940836.8,158963198.0,61890120.7,83588854.6,447,-1
0.5,0.7,0.5,0.5,0.3,0.0,0.0,320206627.1,155896864.0,65719586.5,124697300.6,307,-1
0.5,0.8,0.5,0.5,0.3,0.0,0.0,233093572.8,60332186.4,81044580.3,142128363.6,458,41
0.5,0.9,0.5,0.5,0.3,0.0,0.0,303943525.9,46421563.3,79943366.2,196308429.7,470,65
0.5,1.0,0.5,0.5,0.3,0.0,0.0,248885082.0,5529942.0,65174013.5,200636193.2,328,28
