PERCENT_EVIL,PAYOFF,WEALTH_GAP,SEC_INVESTMENT_CONVERSION_RATE,ATTACK_COST_CONVERSION_RATE,CHANCE_OF_GETTING_CAUGHT,SEC_INVESTMENT,d_init,d_end,a_init,a_end,final_iter,crossover
0.5,0.8,0.5,0.1,0.3,0.0,1.0,0.0,0.0,84496473.0,84496473.0,50,0
0.5,0.8,0.5,0.2,0.3,0.0,1.0,0.0,0.0,64333457.5,64333457.5,50,0
0.5,0.8,0.5,0.3,0.3,0.0,1.0,0.0,0.0,59829829.5,59829829.5,50,0
0.5,0.8,0.5,0.4,0.3,0.0,1.0,0.0,0.0,69898495.0,69898495.0,50,0
0.5,0.8,0.5,0.5,0.3,0.0,1.0,0.0,0.0,62272376.0,62272376.0,50,0
0.5,0.8,0.5,0.6,0.3,0.0,1.0,0.0,0.0,58075915.5,58075915.5,50,0
0.5,0.8,0.5,0.7,0.3,0.0,1.0,0.0,0.0,71795320.0,71795320.0,50,0
0.5,0.8,0.5,0.8,0.3,0.0,1.0,0.0,0.0,50235484.0,50235484.0,50,0
0.5,0.8,0.5,0.9,0.3,0.0,1.0,0.0,0.0,51746104.0,51746104.0,50,0
0.5,0.8,0.5,1.0,0.3,0.0,1.0,0.0,0.0,58312109.0,58312109.0,50,0
