PERCENT_EVIL,PAYOFF,WEALTH_GAP,SEC_INVESTMENT_CONVERSION_RATE,ATTACK_COST_CONVERSION_RATE,CHANCE_OF_GETTING_CAUGHT,SEC_INVESTMENT,d_init,d_end,a_init,a_end,final_iter,crossover
0.5,0.1,0.5,0.5,0.3,0.0,0.4,195963183.6,195963183.6,72877241.5,72877241.5,50,-1
0.5,0.2,0.5,0.5,0.3,0.0,0.4,170516667.6,170516667.6,69204374.0,69204374.0,50,-1
0.5,0.3,0.5,0.5,0.3,0.0,0.4,187617009.0,187617009.0,60815336.0,60815336.0,50,-1
0.5,0.4,0.5,0.5,0.3,0.0,0.4,170615778.6,170615778.6,78800296.5,78800296.5,50,-1
0.5,0.5,0.5,0.5,0.3,0.0,0.4,147756038.4,147756038.4,77343352.0,77343352.0,50,-1
0.5,0.6,0.5,0.5,0.3,0.0,0.4,194099176.2,194099176.2,71657905.5,71657905.5,50,-1
0.5,0.7,0.5,0.5,0.3,0.0,0.4,140210961.0,140210961.0,67135322.5,67135322.5,50,-1
0.5,0.8,0.5,0.5,0.3,0.0,0.4,193144622.4,193144622.4,62086079.0,62086079.0,50,-1
0.5,0.9,0.5,0.5,0.3,0.0,0.4,145025357.94,144919693.98,68164218.58,68156959.24,58,-1
0.5,1.0,0.5,0.5,0.3,0.0,0.4,187614790.2,180593712.0,51423250.46,50821177.46,131,-1
