MANDATE,ATTACKERS,INEQUALITY,PREMIUM,EFFICIENCY,EFFORT,PAYOFF,CAUGHT,CLAIMS,TAX,d_init,d_end,a_init,a_end,i_init,i_end,g_init,g_end,attacks_attempted,attacks_succeeded,amount_stolen,attacker_expenditures,government_expenditures,crossovers,insurer_tod,paid_claims,final_iter,outcome
0.5,0.8,0.5,0.0,0.3,0.1,0.2,0.0,1.0,0.0,38232485,38232398,33731238,33731284,0,0,0,0,3,2,87,41,0,[],[],0,52,E
0.5,0.8,0.5,0.0,0.3,0.2,0.2,0.0,1.0,0.0,32763376,32763376,27812978,27812978,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.3,0.2,0.0,1.0,0.0,35134739,35134739,28653847,28653847,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.4,0.2,0.0,1.0,0.0,42096520,42096520,29429883,29429883,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.5,0.2,0.0,1.0,0.0,38278555,38278555,35125375,35125375,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.6,0.2,0.0,1.0,0.0,41828827,41828827,34413991,34413991,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.7,0.2,0.0,1.0,0.0,43605367,43605367,29009805,29009805,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.8,0.2,0.0,1.0,0.0,41322669,41322669,32113898,32113898,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.9,0.2,0.0,1.0,0.0,32036565,32036565,35435218,35435218,0,0,0,0,0,0,0,0,0,"[1,]",[],0,50,E
0.5,0.8,0.5,0.0,0.3,1.0,0.2,0.0,1.0,0.0,34091384,34091384,34774416,34774416,0,0,0,0,0,0,0,0,0,"[1,]",[],0,50,E
