MANDATE,ATTACKERS,INEQUALITY,PREMIUM,EFFICIENCY,EFFORT,PAYOFF,CAUGHT,CLAIMS,TAX,d_init,d_end,a_init,a_end,i_init,i_end,g_init,g_end,attacks_attempted,attacks_succeeded,amount_stolen,attacker_expenditures,government_expenditures,crossovers,insurer_tod,paid_claims,final_iter,outcome
0.5,0.8,0.5,0.0,0.3,0.1,0.5,0.0,1.0,0.0,36934418,27828656,37020322,38126279,0,0,0,0,839,569,9105762,7999805,0,"[1,]",[],0,128,E
0.5,0.8,0.5,0.0,0.3,0.2,0.5,0.0,1.0,0.0,33266779,33266717,36442782,36442769,0,0,0,0,2,1,62,75,0,"[1,]",[],0,52,E
0.5,0.8,0.5,0.0,0.3,0.3,0.5,0.0,1.0,0.0,40282912,40282912,30638936,30638936,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.4,0.5,0.0,1.0,0.0,41126808,41126808,31844927,31844927,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.5,0.5,0.0,1.0,0.0,40120096,40120096,32487044,32487044,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.6,0.5,0.0,1.0,0.0,38729009,38729009,25694384,25694384,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.7,0.5,0.0,1.0,0.0,37260840,37260840,33427373,33427373,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.8,0.5,0.0,1.0,0.0,33648346,33648346,26848455,26848455,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.9,0.5,0.0,1.0,0.0,41540750,41540750,36734240,36734240,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,1.0,0.5,0.0,1.0,0.0,46981443,46981443,35244018,35244018,0,0,0,0,0,0,0,0,0,[],[],0,50,E
