MANDATE,ATTACKERS,INEQUALITY,PREMIUM,EFFICIENCY,EFFORT,PAYOFF,CAUGHT,CLAIMS,TAX,d_init,d_end,a_init,a_end,i_init,i_end,g_init,g_end,attacks_attempted,attacks_succeeded,amount_stolen,attacker_expenditures,government_expenditures,crossovers,insurer_tod,paid_claims,final_iter,outcome
0.5,0.8,0.5,0.0,0.3,0.1,1.0,0.0,1.0,0.0,37423053,2435454,31335139,48254564,0,0,0,0,1591,999,34987599,18068173,0,"[1,]",[],0,106,E
0.5,0.8,0.5,0.0,0.3,0.2,1.0,0.0,1.0,0.0,39908462,22026146,35088453,37550079,0,0,0,0,817,552,17882316,15420690,0,"[3,]",[],0,183,E
0.5,0.8,0.5,0.0,0.3,0.3,1.0,0.0,1.0,0.0,44741682,44741682,30251966,30251966,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.4,1.0,0.0,1.0,0.0,36396766,36396766,27315443,27315443,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.5,1.0,0.0,1.0,0.0,41387993,41387993,24765081,24765081,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.6,1.0,0.0,1.0,0.0,36529343,36529343,33481489,33481489,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.7,1.0,0.0,1.0,0.0,42943269,42943269,31417674,31417674,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.8,1.0,0.0,1.0,0.0,47843343,47843343,29001592,29001592,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.9,1.0,0.0,1.0,0.0,36849915,36849915,40545025,40545025,0,0,0,0,0,0,0,0,0,"[1,]",[],0,50,E
0.5,0.8,0.5,0.0,0.3,1.0,1.0,0.0,1.0,0.0,39154419,39154419,28216855,28216855,0,0,0,0,0,0,0,0,0,[],[],0,50,E
