MANDATE,ATTACKERS,INEQUALITY,PREMIUM,EFFICIENCY,EFFORT,PAYOFF,CAUGHT,CLAIMS,TAX,d_init,d_end,a_init,a_end,i_init,i_end,g_init,g_end,attacks_attempted,attacks_succeeded,amount_stolen,attacker_expenditures,government_expenditures,crossovers,insurer_tod,paid_claims,final_iter,outcome
0.5,0.8,0.5,0.0,0.3,0.1,0.9,0.0,1.0,0.0,40851005,4085083,31062388,48765908,0,0,0,0,1623,1000,36765922,19062402,0,"[2,]",[],0,152,E
0.5,0.8,0.5,0.0,0.3,0.2,0.9,0.0,1.0,0.0,34753496,29064640,37516187,36992348,0,0,0,0,253,178,5688856,6212695,0,"[1,]",[],0,181,E
0.5,0.8,0.5,0.0,0.3,0.3,0.9,0.0,1.0,0.0,44578474,44578474,30431117,30431117,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.4,0.9,0.0,1.0,0.0,39016606,39016606,36697772,36697772,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.5,0.9,0.0,1.0,0.0,45600799,45600799,28763980,28763980,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.6,0.9,0.0,1.0,0.0,37680185,37680185,31968729,31968729,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.7,0.9,0.0,1.0,0.0,36486691,36486691,36768300,36768300,0,0,0,0,0,0,0,0,0,"[1,]",[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.8,0.9,0.0,1.0,0.0,48560258,48560258,31513298,31513298,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.9,0.9,0.0,1.0,0.0,41800691,41800691,31284732,31284732,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,1.0,0.9,0.0,1.0,0.0,40085942,40085942,28495120,28495120,0,0,0,0,0,0,0,0,0,[],[],0,50,E
