MANDATE,ATTACKERS,INEQUALITY,PREMIUM,EFFICIENCY,EFFORT,PAYOFF,CAUGHT,CLAIMS,TAX,d_init,d_end,a_init,a_end,i_init,i_end,g_init,g_end,attacks_attempted,attacks_succeeded,amount_stolen,attacker_expenditures,government_expenditures,crossovers,insurer_tod,paid_claims,final_iter,outcome
0.5,0.8,0.5,0.0,0.3,0.1,0.6,0.0,1.0,0.0,35368949,14556162,32163201,37072314,0,0,0,0,1624,971,20812787,15903674,0,"[1,]",[],0,138,E
0.5,0.8,0.5,0.0,0.3,0.2,0.6,0.0,1.0,0.0,48861238,48861044,29944735,29944618,0,0,0,0,9,3,195,312,0,[],[],0,57,E
0.5,0.8,0.5,0.0,0.3,0.3,0.6,0.0,1.0,0.0,33669538,33669538,38179405,38179405,0,0,0,0,0,0,0,0,0,"[1,]",[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.4,0.6,0.0,1.0,0.0,38079911,38079911,31570732,31570732,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.5,0.6,0.0,1.0,0.0,36532350,36532350,53764593,53764593,0,0,0,0,0,0,0,0,0,"[1,]",[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.6,0.6,0.0,1.0,0.0,42997131,42997131,33278255,33278255,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.7,0.6,0.0,1.0,0.0,37410688,37410688,28947259,28947259,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.8,0.6,0.0,1.0,0.0,39686253,39686253,32351476,32351476,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.9,0.6,0.0,1.0,0.0,36378818,36378818,30624808,30624808,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,1.0,0.6,0.0,1.0,0.0,44797173,44797173,39052345,39052345,0,0,0,0,0,0,0,0,0,[],[],0,50,E
