MANDATE,ATTACKERS,INEQUALITY,PREMIUM,EFFICIENCY,EFFORT,PAYOFF,CAUGHT,CLAIMS,TAX,d_init,d_end,a_init,a_end,i_init,i_end,g_init,g_end,attacks_attempted,attacks_succeeded,amount_stolen,attacker_expenditures,government_expenditures,crossovers,insurer_tod,paid_claims,final_iter,outcome
0.5,0.8,0.5,0.0,0.3,0.1,0.4,0.0,1.0,0.0,33585680,33535791,27612160,27622673,0,0,0,0,20,16,49888,39376,0,[],[],0,59,E
0.5,0.8,0.5,0.0,0.3,0.2,0.4,0.0,1.0,0.0,44854694,44854521,27349373,27349385,0,0,0,0,3,2,174,162,0,[],[],0,53,E
0.5,0.8,0.5,0.0,0.3,0.3,0.4,0.0,1.0,0.0,44076631,44076631,30658238,30658238,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.4,0.4,0.0,1.0,0.0,37177727,37177727,33471749,33471749,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.5,0.4,0.0,1.0,0.0,46349109,46349109,35981807,35981807,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.6,0.4,0.0,1.0,0.0,44365559,44365559,28496063,28496063,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.7,0.4,0.0,1.0,0.0,41536901,41536901,38858409,38858409,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.8,0.4,0.0,1.0,0.0,49425797,49425797,27631621,27631621,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.9,0.4,0.0,1.0,0.0,37512996,37512996,35226647,35226647,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,1.0,0.4,0.0,1.0,0.0,51835923,51835923,40076872,40076872,0,0,0,0,0,0,0,0,0,[],[],0,50,E
