MANDATE,ATTACKERS,INEQUALITY,PREMIUM,EFFICIENCY,EFFORT,PAYOFF,CAUGHT,CLAIMS,TAX,d_init,d_end,a_init,a_end,i_init,i_end,g_init,g_end,attacks_attempted,attacks_succeeded,amount_stolen,attacker_expenditures,government_expenditures,crossovers,insurer_tod,paid_claims,final_iter,outcome
0.5,0.8,0.5,0.0,0.3,0.1,0.3,0.0,1.0,0.0,44682287,44681880,34365211,34365458,0,0,0,0,7,5,406,159,0,[],[],0,56,E
0.5,0.8,0.5,0.0,0.3,0.2,0.3,0.0,1.0,0.0,37415208,37415178,35110471,35110483,0,0,0,0,1,1,30,18,0,[],[],0,51,E
0.5,0.8,0.5,0.0,0.3,0.3,0.3,0.0,1.0,0.0,37142404,37142404,26409151,26409151,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.4,0.3,0.0,1.0,0.0,34775366,34775366,33984177,33984177,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.5,0.3,0.0,1.0,0.0,37062292,37062292,31368354,31368354,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.6,0.3,0.0,1.0,0.0,34882381,34882381,37361339,37361339,0,0,0,0,0,0,0,0,0,"[1,]",[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.7,0.3,0.0,1.0,0.0,57245345,57245345,30830976,30830976,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.8,0.3,0.0,1.0,0.0,33118331,33118331,29968933,29968933,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.9,0.3,0.0,1.0,0.0,36851696,36851696,30351181,30351181,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,1.0,0.3,0.0,1.0,0.0,37981329,37981329,31924653,31924653,0,0,0,0,0,0,0,0,0,[],[],0,50,E
