MANDATE,ATTACKERS,INEQUALITY,PREMIUM,EFFICIENCY,EFFORT,PAYOFF,CAUGHT,CLAIMS,TAX,d_init,d_end,a_init,a_end,i_init,i_end,g_init,g_end,attacks_attempted,attacks_succeeded,amount_stolen,attacker_expenditures,government_expenditures,crossovers,insurer_tod,paid_claims,final_iter,outcome
0.5,0.8,0.5,0.0,0.3,0.1,0.8,0.0,1.0,0.0,39458509,12184723,34936471,44601255,0,0,0,0,1669,998,27273787,17609003,0,"[1,]",[],0,135,E
0.5,0.8,0.5,0.0,0.3,0.2,0.8,0.0,1.0,0.0,38305679,38249497,30145915,30155120,0,0,0,0,13,10,56182,46977,0,[],[],0,54,E
0.5,0.8,0.5,0.0,0.3,0.3,0.8,0.0,1.0,0.0,38811610,38811610,29324432,29324432,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.4,0.8,0.0,1.0,0.0,40096836,40096836,35005356,35005356,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.5,0.8,0.0,1.0,0.0,42228481,42228481,27096578,27096578,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.6,0.8,0.0,1.0,0.0,43661139,43661139,33408803,33408803,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.7,0.8,0.0,1.0,0.0,32555130,32555130,35764106,35764106,0,0,0,0,0,0,0,0,0,"[1,]",[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.8,0.8,0.0,1.0,0.0,36676294,36676294,33212086,33212086,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,0.9,0.8,0.0,1.0,0.0,43998250,43998250,30037046,30037046,0,0,0,0,0,0,0,0,0,[],[],0,50,E
0.5,0.8,0.5,0.0,0.3,1.0,0.8,0.0,1.0,0.0,41382800,41382800,27878257,27878257,0,0,0,0,0,0,0,0,0,[],[],0,50,E
