PERCENT_EVIL,PAYOFF,WEALTH_GAP,SEC_INVESTMENT_CONVERSION_RATE,ATTACK_COST_CONVERSION_RATE,CHANCE_OF_GETTING_CAUGHT,SEC_INVESTMENT,d_init,d_end,a_init,a_end,final_iter,crossover
0.5,0.8,0.5,0.5,0.1,0.0,0.1,194941644.48,45336120.48,77361705.1,178971881.68,176,16
0.5,0.8,0.5,0.5,0.2,0.0,0.1,221793606.18,60882232.5,75711345.13,144670068.265,320,43
0.5,0.8,0.5,0.5,0.3,0.0,0.1,235355069.52,85106231.28,80847076.69,102251029.51,358,147
0.5,0.8,0.5,0.5,0.4,0.0,0.1,249382736.1,186830647.38,62136888.09,65356244.375,233,-1
0.5,0.8,0.5,0.5,0.5,0.0,0.1,223657500.24,223330685.76,63571647.275,63627571.14,82,-1
0.5,0.8,0.5,0.5,0.6,0.0,0.1,268954912.8,268954912.8,70012424.0,70012424.0,50,-1
0.5,0.8,0.5,0.5,0.7,0.0,0.1,246879909.9,246879909.9,70930417.0,70930417.0,50,-1
0.5,0.8,0.5,0.5,0.8,0.0,0.1,251176619.7,251176619.7,74009053.0,74009053.0,50,-1
0.5,0.8,0.5,0.5,0.9,0.0,0.1,284677835.4,284677835.4,59026514.0,59026514.0,50,-1
0.5,0.8,0.5,0.5,1.0,0.0,0.1,281115557.1,281115557.1,62249286.0,62249286.0,50,-1
