PERCENT_EVIL,PAYOFF,WEALTH_GAP,SEC_INVESTMENT_CONVERSION_RATE,ATTACK_COST_CONVERSION_RATE,CHANCE_OF_GETTING_CAUGHT,SEC_INVESTMENT,d_init,d_end,a_init,a_end,final_iter,crossover
0.5,0.8,0.5,0.5,0.1,0.0,0.4,156466662.6,44017222.92,83941907.1,119999374.86,285,25
0.5,0.8,0.5,0.5,0.2,0.0,0.4,150196115.64,136570574.04,61506170.46,60897872.06,232,-1
0.5,0.8,0.5,0.5,0.3,0.0,0.4,193144622.4,193144622.4,62086079.0,62086079.0,50,-1
0.5,0.8,0.5,0.5,0.4,0.0,0.4,178938537.0,178938537.0,57915899.5,57915899.5,50,-1
0.5,0.8,0.5,0.5,0.5,0.0,0.4,124932346.8,124932346.8,86259972.0,86259972.0,50,-1
0.5,0.8,0.5,0.5,0.6,0.0,0.4,149554688.4,149554688.4,79882051.5,79882051.5,50,-1
0.5,0.8,0.5,0.5,0.7,0.0,0.4,144279538.2,144279538.2,68392989.0,68392989.0,50,-1
0.5,0.8,0.5,0.5,0.8,0.0,0.4,164902517.4,164902517.4,60314066.0,60314066.0,50,-1
0.5,0.8,0.5,0.5,0.9,0.0,0.4,137334169.8,137334169.8,55707176.5,55707176.5,50,-1
0.5,0.8,0.5,0.5,1.0,0.0,0.4,182973929.4,182973929.4,61708202.5,61708202.5,50,-1
