PERCENT_EVIL,PAYOFF,WEALTH_GAP,SEC_INVESTMENT_CONVERSION_RATE,ATTACK_COST_CONVERSION_RATE,CHANCE_OF_GETTING_CAUGHT,SEC_INVESTMENT,d_init,d_end,a_init,a_end,final_iter,crossover
0.5,0.8,0.5,0.1,0.3,0.0,0.6,111186634.4,111186634.4,63793793.5,63793793.5,50,-1
0.5,0.8,0.5,0.2,0.3,0.0,0.6,107597248.4,107597248.4,66904440.0,66904440.0,50,-1
0.5,0.8,0.5,0.3,0.3,0.0,0.6,117986773.6,117986773.6,76156177.5,76156177.5,50,-1
0.5,0.8,0.5,0.4,0.3,0.0,0.6,111524406.8,111524406.8,61293385.0,61293385.0,50,-1
0.5,0.8,0.5,0.5,0.3,0.0,0.6,90423918.4,90423918.4,66311477.0,66311477.0,50,-1
0.5,0.8,0.5,0.6,0.3,0.0,0.6,97276437.6,97276437.6,100896141.0,100896141.0,50,0
0.5,0.8,0.5,0.7,0.3,0.0,0.6,115761254.0,115761254.0,69948057.0,69948057.0,50,-1
0.5,0.8,0.5,0.8,0.3,0.0,0.6,114660896.4,114660896.4,66560438.0,66560438.0,50,-1
0.5,0.8,0.5,0.9,0.3,0.0,0.6,123415808.0,123415808.0,69039111.0,69039111.0,50,-1
0.5,0.8,0.5,1.0,0.3,0.0,0.6,97388516.4,97388516.4,62153705.0,62153705.0,50,-1
