PERCENT_EVIL,PAYOFF,WEALTH_GAP,SEC_INVESTMENT_CONVERSION_RATE,ATTACK_COST_CONVERSION_RATE,CHANCE_OF_GETTING_CAUGHT,SEC_INVESTMENT,d_init,d_end,a_init,a_end,final_iter,crossover
0.5,0.8,0.5,0.1,0.3,0.0,0.5,104337496.5,104335316.5,68243414.5,68243823.25,52,-1
0.5,0.8,0.5,0.2,0.3,0.0,0.5,172226707.0,172226707.0,61021079.5,61021079.5,50,-1
0.5,0.8,0.5,0.3,0.3,0.0,0.5,145049687.0,145049687.0,60978565.5,60978565.5,50,-1
0.5,0.8,0.5,0.4,0.3,0.0,0.5,135982062.0,135982062.0,67140631.0,67140631.0,50,-1
0.5,0.8,0.5,0.5,0.3,0.0,0.5,144771974.5,144771974.5,74313722.0,74313722.0,50,-1
0.5,0.8,0.5,0.6,0.3,0.0,0.5,175995660.5,175995660.5,57942132.5,57942132.5,50,-1
0.5,0.8,0.5,0.7,0.3,0.0,0.5,149646761.5,149646761.5,68649266.5,68649266.5,50,-1
0.5,0.8,0.5,0.8,0.3,0.0,0.5,123657353.0,123657353.0,70979201.5,70979201.5,50,-1
0.5,0.8,0.5,0.9,0.3,0.0,0.5,146664775.0,146664775.0,72831634.0,72831634.0,50,-1
0.5,0.8,0.5,1.0,0.3,0.0,0.5,129586087.0,129586087.0,54282585.5,54282585.5,50,-1
