PERCENT_EVIL,PAYOFF,WEALTH_GAP,SEC_INVESTMENT_CONVERSION_RATE,ATTACK_COST_CONVERSION_RATE,CHANCE_OF_GETTING_CAUGHT,SEC_INVESTMENT,d_init,d_end,a_init,a_end,final_iter,crossover
0.5,0.8,0.5,0.5,0.1,0.0,0.3,173659944.92,43020099.64,69288928.42,127589726.29,254,31
0.5,0.8,0.5,0.5,0.2,0.0,0.3,145419272.04,51513042.28,88080282.93,100709359.645,233,35
0.5,0.8,0.5,0.5,0.3,0.0,0.3,169568698.88,167051129.84,61501894.77,61486988.685,107,-1
0.5,0.8,0.5,0.5,0.4,0.0,0.3,155004576.3,155004576.3,70788289.0,70788289.0,50,-1
0.5,0.8,0.5,0.5,0.5,0.0,0.3,183246151.2,183246151.2,71816949.0,71816949.0,50,-1
0.5,0.8,0.5,0.5,0.6,0.0,0.3,177239962.9,177239962.9,71501644.0,71501644.0,50,-1
0.5,0.8,0.5,0.5,0.7,0.0,0.3,233822295.0,233822295.0,54914852.0,54914852.0,50,-1
0.5,0.8,0.5,0.5,0.8,0.0,0.3,162463060.2,162463060.2,81372151.0,81372151.0,50,-1
0.5,0.8,0.5,0.5,0.9,0.0,0.3,212822437.1,212822437.1,68941576.0,68941576.0,50,-1
0.5,0.8,0.5,0.5,1.0,0.0,0.3,191176619.2,191176619.2,90910033.5,90910033.5,50,-1
