PERCENT_EVIL,PAYOFF,WEALTH_GAP,SEC_INVESTMENT_CONVERSION_RATE,ATTACK_COST_CONVERSION_RATE,CHANCE_OF_GETTING_CAUGHT,SEC_INVESTMENT,d_init,d_end,a_init,a_end,final_iter,crossover
0.5,0.8,0.5,0.1,0.3,0.0,0.4,188521323.72,170031771.72,93098352.328,93255191.176,250,-1
0.5,0.8,0.5,0.2,0.3,0.0,0.4,175990832.52,174525954.12,77344176.94,76636505.608,122,-1
0.5,0.8,0.5,0.3,0.3,0.0,0.4,168279952.32,168259155.84,78164081.868,78167304.324,67,-1
0.5,0.8,0.5,0.4,0.3,0.0,0.4,144229521.96,144226781.16,83876477.392,83876957.032,51,-1
0.5,0.8,0.5,0.5,0.3,0.0,0.4,193144622.4,193144622.4,62086079.0,62086079.0,50,-1
0.5,0.8,0.5,0.6,0.3,0.0,0.4,166479023.4,166479023.4,69730901.5,69730901.5,50,-1
0.5,0.8,0.5,0.7,0.3,0.0,0.4,154454106.6,154454106.6,64626391.0,64626391.0,50,-1
0.5,0.8,0.5,0.8,0.3,0.0,0.4,149707225.2,149707225.2,74671597.0,74671597.0,50,-1
0.5,0.8,0.5,0.9,0.3,0.0,0.4,161289426.0,161289426.0,72410940.0,72410940.0,50,-1
0.5,0.8,0.5,1.0,0.3,0.0,0.4,183441469.8,183441469.8,73184826.0,73184826.0,50,-1
