PERCENT_EVIL,PAYOFF,WEALTH_GAP,SEC_INVESTMENT_CONVERSION_RATE,ATTACK_COST_CONVERSION_RATE,CHANCE_OF_GETTING_CAUGHT,SEC_INVESTMENT,d_init,d_end,a_init,a_end,final_iter,crossover
0.5,0.8,0.5,0.1,0.3,0.0,0.8,56503157.6,56503157.6,65528141.0,65528141.0,50,0
0.5,0.8,0.5,0.2,0.3,0.0,0.8,64882262.4,64882262.4,77801033.5,77801033.5,50,0
0.5,0.8,0.5,0.3,0.3,0.0,0.8,50233088.8,50233088.8,64395939.5,64395939.5,50,0
0.5,0.8,0.5,0.4,0.3,0.0,0.8,58997932.6,58997932.6,54698011.5,54698011.5,50,-1
0.5,0.8,0.5,0.5,0.3,0.0,0.8,60559802.8,60559802.8,53596114.5,53596114.5,50,-1
0.5,0.8,0.5,0.6,0.3,0.0,0.8,59048831.6,59048831.6,66336965.0,66336965.0,50,0
0.5,0.8,0.5,0.7,0.3,0.0,0.8,65792242.6,65792242.6,81101894.5,81101894.5,50,0
0.5,0.8,0.5,0.8,0.3,0.0,0.8,49929375.6,49929375.6,61842517.0,61842517.0,50,0
0.5,0.8,0.5,0.9,0.3,0.0,0.8,69823478.8,69823478.8,70176544.0,70176544.0,50,0
0.5,0.8,0.5,1.0,0.3,0.0,0.8,51993140.6,51993140.6,70015779.5,70015779.5,50,0
